filename,labels,type,length,aug_type
W_002\2-14-aug_13_occlusion_0.1&scale_0.8.npz,W_002,train,103,aug_13_occlusion_0.1&scale_0.8
W_002\2-14-aug_14_occlusion_0.05.npz,W_002,train,103,aug_14_occlusion_0.05
W_002\2-15-original.npz,W_002,test,80,original
W_002\2-15-aug_1_landmark_drop_0.2&rotate_5.npz,W_002,test,80,aug_1_landmark_drop_0.2&rotate_5
W_002\2-15-aug_2_occlusion_0.05&rotate_5.npz,W_002,test,80,aug_2_occlusion_0.05&rotate_5
W_002\2-15-aug_3_time_warp_1.2.npz,W_002,test,96,aug_3_time_warp_1.2
W_002\2-15-aug_4_time_warp_1.2.npz,W_002,test,96,aug_4_time_warp_1.2
W_002\2-15-aug_5_time_reverse_None.npz,W_002,test,80,aug_5_time_reverse_None
W_002\2-15-aug_6_time_warp_0.8.npz,W_002,test,64,aug_6_time_warp_0.8
W_002\2-15-aug_7_scale_0.8&time_warp_1.2.npz,W_002,test,96,aug_7_scale_0.8&time_warp_1.2
W_002\2-15-aug_8_time_warp_1.2&scale_0.8.npz,W_002,test,96,aug_8_time_warp_1.2&scale_0.8
W_002\2-15-aug_9_scale_1.2.npz,W_002,test,80,aug_9_scale_1.2
W_002\2-15-aug_10_occlusion_0.05.npz,W_002,test,80,aug_10_occlusion_0.05
W_002\2-15-aug_11_time_reverse_None.npz,W_002,test,80,aug_11_time_reverse_None
W_002\2-15-aug_12_scale_0.8.npz,W_002,test,80,aug_12_scale_0.8
W_002\2-15-aug_13_time_reverse_None&rotate_-5.npz,W_002,test,80,aug_13_time_reverse_None&rotate_-5
W_002\2-15-aug_14_occlusion_0.1.npz,W_002,test,80,aug_14_occlusion_0.1
W_002\2-16-original.npz,W_002,train,59,original
W_002\2-16-aug_1_time_warp_1.2&jitter_0.015.npz,W_002,train,70,aug_1_time_warp_1.2&jitter_0.015
W_002\2-16-aug_2_landmark_drop_0.2.npz,W_002,train,59,aug_2_landmark_drop_0.2
W_002\2-16-aug_3_scale_1.2&landmark_drop_0.2.npz,W_002,train,59,aug_3_scale_1.2&landmark_drop_0.2
W_002\2-16-aug_4_jitter_0.015.npz,W_002,train,59,aug_4_jitter_0.015
W_002\2-16-aug_5_occlusion_0.1.npz,W_002,train,59,aug_5_occlusion_0.1
W_002\2-16-aug_6_time_warp_0.8.npz,W_002,train,47,aug_6_time_warp_0.8
W_002\2-16-aug_7_landmark_drop_0.2.npz,W_002,train,59,aug_7_landmark_drop_0.2
W_002\2-16-aug_8_rotate_5.npz,W_002,train,59,aug_8_rotate_5
W_002\2-16-aug_9_time_warp_1.2.npz,W_002,train,70,aug_9_time_warp_1.2
W_002\2-16-aug_10_rotate_-5.npz,W_002,train,59,aug_10_rotate_-5
W_002\2-16-aug_11_occlusion_0.1&occlusion_0.05.npz,W_002,train,59,aug_11_occlusion_0.1&occlusion_0.05
W_002\2-16-aug_12_landmark_drop_0.2&occlusion_0.05.npz,W_002,train,59,aug_12_landmark_drop_0.2&occlusion_0.05
W_002\2-16-aug_13_landmark_drop_0.1&time_warp_0.8.npz,W_002,train,47,aug_13_landmark_drop_0.1&time_warp_0.8
W_002\2-16-aug_14_time_warp_0.8&scale_0.8.npz,W_002,train,47,aug_14_time_warp_0.8&scale_0.8
W_002\2-17-original.npz,W_002,train,95,original
W_002\2-17-aug_1_time_reverse_None&occlusion_0.1.npz,W_002,train,95,aug_1_time_reverse_None&occlusion_0.1
W_002\2-17-aug_2_time_warp_0.8&time_reverse_None.npz,W_002,train,76,aug_2_time_warp_0.8&time_reverse_None
W_002\2-17-aug_3_occlusion_0.1.npz,W_002,train,95,aug_3_occlusion_0.1
W_002\2-17-aug_4_landmark_drop_0.2.npz,W_002,train,95,aug_4_landmark_drop_0.2
W_002\2-17-aug_5_rotate_5.npz,W_002,train,95,aug_5_rotate_5
W_002\2-17-aug_6_time_warp_0.8&time_warp_1.2.npz,W_002,train,91,aug_6_time_warp_0.8&time_warp_1.2
W_002\2-17-aug_7_mirror_None.npz,W_002,train,95,aug_7_mirror_None
W_002\2-17-aug_8_scale_0.8&jitter_0.015.npz,W_002,train,95,aug_8_scale_0.8&jitter_0.015
W_002\2-17-aug_9_occlusion_0.05&time_reverse_None.npz,W_002,train,95,aug_9_occlusion_0.05&time_reverse_None
W_002\2-17-aug_10_occlusion_0.05.npz,W_002,train,95,aug_10_occlusion_0.05
W_002\2-17-aug_11_occlusion_0.05&scale_1.2.npz,W_002,train,95,aug_11_occlusion_0.05&scale_1.2
W_002\2-17-aug_12_jitter_0.025.npz,W_002,train,95,aug_12_jitter_0.025
W_002\2-17-aug_13_jitter_0.015.npz,W_002,train,95,aug_13_jitter_0.015
W_002\2-17-aug_14_time_reverse_None.npz,W_002,train,95,aug_14_time_reverse_None
W_002\2-18-original.npz,W_002,train,69,original
W_002\2-18-aug_1_occlusion_0.1&time_warp_0.8.npz,W_002,train,55,aug_1_occlusion_0.1&time_warp_0.8
W_002\2-18-aug_2_occlusion_0.1.npz,W_002,train,69,aug_2_occlusion_0.1
W_002\2-18-aug_3_scale_0.8&landmark_drop_0.2.npz,W_002,train,69,aug_3_scale_0.8&landmark_drop_0.2
W_002\2-18-aug_4_rotate_-5&occlusion_0.1.npz,W_002,train,69,aug_4_rotate_-5&occlusion_0.1
W_002\2-18-aug_5_rotate_-5.npz,W_002,train,69,aug_5_rotate_-5
W_002\2-18-aug_6_time_warp_1.2&landmark_drop_0.1.npz,W_002,train,82,aug_6_time_warp_1.2&landmark_drop_0.1
W_002\2-18-aug_7_occlusion_0.05.npz,W_002,train,69,aug_7_occlusion_0.05
W_002\2-18-aug_8_jitter_0.015&scale_0.8.npz,W_002,train,69,aug_8_jitter_0.015&scale_0.8
W_002\2-18-aug_9_landmark_drop_0.2.npz,W_002,train,69,aug_9_landmark_drop_0.2
W_002\2-18-aug_10_landmark_drop_0.2&landmark_drop_0.1.npz,W_002,train,69,aug_10_landmark_drop_0.2&landmark_drop_0.1
W_002\2-18-aug_11_jitter_0.015.npz,W_002,train,69,aug_11_jitter_0.015
W_002\2-18-aug_12_scale_1.2&landmark_drop_0.2.npz,W_002,train,69,aug_12_scale_1.2&landmark_drop_0.2
W_002\2-18-aug_13_jitter_0.025.npz,W_002,train,69,aug_13_jitter_0.025
W_002\2-18-aug_14_jitter_0.025.npz,W_002,train,69,aug_14_jitter_0.025
W_002\2-19-original.npz,W_002,train,48,original
W_002\2-19-aug_1_time_reverse_None&jitter_0.025.npz,W_002,train,48,aug_1_time_reverse_None&jitter_0.025
W_002\2-19-aug_2_scale_0.8&landmark_drop_0.1.npz,W_002,train,48,aug_2_scale_0.8&landmark_drop_0.1
W_002\2-19-aug_3_jitter_0.015&time_reverse_None.npz,W_002,train,48,aug_3_jitter_0.015&time_reverse_None
W_002\2-19-aug_4_time_warp_0.8&mirror_None.npz,W_002,train,38,aug_4_time_warp_0.8&mirror_None
W_002\2-19-aug_5_occlusion_0.05.npz,W_002,train,48,aug_5_occlusion_0.05
W_002\2-19-aug_6_time_warp_1.2&occlusion_0.05.npz,W_002,train,57,aug_6_time_warp_1.2&occlusion_0.05
W_002\2-19-aug_7_landmark_drop_0.1.npz,W_002,train,48,aug_7_landmark_drop_0.1
W_002\2-19-aug_8_time_warp_0.8.npz,W_002,train,38,aug_8_time_warp_0.8
W_002\2-19-aug_9_jitter_0.025.npz,W_002,train,48,aug_9_jitter_0.025
W_002\2-19-aug_10_time_reverse_None&occlusion_0.1.npz,W_002,train,48,aug_10_time_reverse_None&occlusion_0.1
W_002\2-19-aug_11_occlusion_0.05&time_warp_1.2.npz,W_002,train,57,aug_11_occlusion_0.05&time_warp_1.2
W_002\2-19-aug_12_landmark_drop_0.2.npz,W_002,train,48,aug_12_landmark_drop_0.2
W_002\2-19-aug_13_mirror_None.npz,W_002,train,48,aug_13_mirror_None
W_002\2-19-aug_14_time_reverse_None&time_warp_1.2.npz,W_002,train,57,aug_14_time_reverse_None&time_warp_1.2
W_002\2-2-original.npz,W_002,val,85,original
W_002\2-2-aug_1_rotate_-5.npz,W_002,val,85,aug_1_rotate_-5
W_002\2-2-aug_2_scale_0.8&time_warp_0.8.npz,W_002,val,68,aug_2_scale_0.8&time_warp_0.8
W_002\2-2-aug_3_scale_1.2.npz,W_002,val,85,aug_3_scale_1.2
W_002\2-2-aug_4_landmark_drop_0.1.npz,W_002,val,85,aug_4_landmark_drop_0.1
W_002\2-2-aug_5_mirror_None&rotate_5.npz,W_002,val,85,aug_5_mirror_None&rotate_5
W_002\2-2-aug_6_scale_1.2&landmark_drop_0.1.npz,W_002,val,85,aug_6_scale_1.2&landmark_drop_0.1
W_002\2-2-aug_7_scale_0.8.npz,W_002,val,85,aug_7_scale_0.8
W_002\2-2-aug_8_landmark_drop_0.2&mirror_None.npz,W_002,val,85,aug_8_landmark_drop_0.2&mirror_None
W_002\2-2-aug_9_time_warp_0.8.npz,W_002,val,68,aug_9_time_warp_0.8
W_002\2-2-aug_10_time_reverse_None&time_warp_1.2.npz,W_002,val,102,aug_10_time_reverse_None&time_warp_1.2
W_002\2-2-aug_11_rotate_5&scale_1.2.npz,W_002,val,85,aug_11_rotate_5&scale_1.2
W_002\2-2-aug_12_jitter_0.015&time_reverse_None.npz,W_002,val,85,aug_12_jitter_0.015&time_reverse_None
W_002\2-2-aug_13_jitter_0.025.npz,W_002,val,85,aug_13_jitter_0.025
W_002\2-2-aug_14_landmark_drop_0.2.npz,W_002,val,85,aug_14_landmark_drop_0.2
W_002\2-20-original.npz,W_002,train,81,original
W_002\2-20-aug_1_time_warp_1.2&landmark_drop_0.1.npz,W_002,train,97,aug_1_time_warp_1.2&landmark_drop_0.1
W_002\2-20-aug_2_rotate_-5.npz,W_002,train,81,aug_2_rotate_-5
W_002\2-20-aug_3_occlusion_0.1&landmark_drop_0.2.npz,W_002,train,81,aug_3_occlusion_0.1&landmark_drop_0.2
W_002\2-20-aug_4_scale_1.2.npz,W_002,train,81,aug_4_scale_1.2
W_002\2-20-aug_5_occlusion_0.1&scale_0.8.npz,W_002,train,81,aug_5_occlusion_0.1&scale_0.8
W_002\2-20-aug_6_jitter_0.015.npz,W_002,train,81,aug_6_jitter_0.015
W_002\2-20-aug_7_rotate_5.npz,W_002,train,81,aug_7_rotate_5
W_002\2-20-aug_8_scale_0.8.npz,W_002,train,81,aug_8_scale_0.8
W_002\2-20-aug_9_rotate_5&scale_0.8.npz,W_002,train,81,aug_9_rotate_5&scale_0.8
W_002\2-20-aug_10_landmark_drop_0.1.npz,W_002,train,81,aug_10_landmark_drop_0.1
W_002\2-20-aug_11_rotate_-5&scale_1.2.npz,W_002,train,81,aug_11_rotate_-5&scale_1.2
W_002\2-20-aug_12_landmark_drop_0.2&jitter_0.025.npz,W_002,train,81,aug_12_landmark_drop_0.2&jitter_0.025
W_002\2-20-aug_13_scale_1.2.npz,W_002,train,81,aug_13_scale_1.2
W_002\2-20-aug_14_mirror_None&time_warp_1.2.npz,W_002,train,97,aug_14_mirror_None&time_warp_1.2
W_002\2-21-original.npz,W_002,train,89,original
W_002\2-21-aug_1_scale_0.8.npz,W_002,train,89,aug_1_scale_0.8
W_002\2-21-aug_2_occlusion_0.05.npz,W_002,train,89,aug_2_occlusion_0.05
W_002\2-21-aug_3_occlusion_0.05&time_warp_0.8.npz,W_002,train,71,aug_3_occlusion_0.05&time_warp_0.8
W_002\2-21-aug_4_rotate_-5&jitter_0.015.npz,W_002,train,89,aug_4_rotate_-5&jitter_0.015
W_002\2-21-aug_5_time_warp_1.2&rotate_-5.npz,W_002,train,106,aug_5_time_warp_1.2&rotate_-5
W_002\2-21-aug_6_jitter_0.025&landmark_drop_0.2.npz,W_002,train,89,aug_6_jitter_0.025&landmark_drop_0.2
W_002\2-21-aug_7_time_warp_0.8.npz,W_002,train,71,aug_7_time_warp_0.8
W_002\2-21-aug_8_time_reverse_None.npz,W_002,train,89,aug_8_time_reverse_None
W_002\2-21-aug_9_landmark_drop_0.1&rotate_-5.npz,W_002,train,89,aug_9_landmark_drop_0.1&rotate_-5
W_002\2-21-aug_10_landmark_drop_0.1.npz,W_002,train,89,aug_10_landmark_drop_0.1
W_002\2-21-aug_11_landmark_drop_0.2.npz,W_002,train,89,aug_11_landmark_drop_0.2
W_002\2-21-aug_12_jitter_0.015&occlusion_0.1.npz,W_002,train,89,aug_12_jitter_0.015&occlusion_0.1
W_002\2-21-aug_13_time_warp_0.8&landmark_drop_0.2.npz,W_002,train,71,aug_13_time_warp_0.8&landmark_drop_0.2
W_002\2-21-aug_14_landmark_drop_0.2.npz,W_002,train,89,aug_14_landmark_drop_0.2
W_002\2-22-original.npz,W_002,test,62,original
W_002\2-22-aug_1_time_reverse_None.npz,W_002,test,62,aug_1_time_reverse_None
W_002\2-22-aug_2_jitter_0.015.npz,W_002,test,62,aug_2_jitter_0.015
W_002\2-22-aug_3_jitter_0.025.npz,W_002,test,62,aug_3_jitter_0.025
W_002\2-22-aug_4_jitter_0.015.npz,W_002,test,62,aug_4_jitter_0.015
W_002\2-22-aug_5_landmark_drop_0.2&time_warp_1.2.npz,W_002,test,74,aug_5_landmark_drop_0.2&time_warp_1.2
W_002\2-22-aug_6_landmark_drop_0.1&occlusion_0.1.npz,W_002,test,62,aug_6_landmark_drop_0.1&occlusion_0.1
W_002\2-22-aug_7_scale_1.2.npz,W_002,test,62,aug_7_scale_1.2
W_002\2-22-aug_8_rotate_-5.npz,W_002,test,62,aug_8_rotate_-5
W_002\2-22-aug_9_jitter_0.025.npz,W_002,test,62,aug_9_jitter_0.025
W_002\2-22-aug_10_time_reverse_None.npz,W_002,test,62,aug_10_time_reverse_None
W_002\2-22-aug_11_mirror_None&scale_0.8.npz,W_002,test,62,aug_11_mirror_None&scale_0.8
W_002\2-22-aug_12_landmark_drop_0.1&time_reverse_None.npz,W_002,test,62,aug_12_landmark_drop_0.1&time_reverse_None
W_002\2-22-aug_13_rotate_5&rotate_-5.npz,W_002,test,62,aug_13_rotate_5&rotate_-5
W_002\2-22-aug_14_time_warp_0.8.npz,W_002,test,49,aug_14_time_warp_0.8
W_002\2-23-original.npz,W_002,train,100,original
W_002\2-23-aug_1_scale_0.8.npz,W_002,train,100,aug_1_scale_0.8
W_002\2-23-aug_2_scale_1.2&time_warp_1.2.npz,W_002,train,120,aug_2_scale_1.2&time_warp_1.2
W_002\2-23-aug_3_occlusion_0.1.npz,W_002,train,100,aug_3_occlusion_0.1
W_002\2-23-aug_4_time_reverse_None&time_warp_0.8.npz,W_002,train,80,aug_4_time_reverse_None&time_warp_0.8
W_002\2-23-aug_5_jitter_0.015&time_reverse_None.npz,W_002,train,100,aug_5_jitter_0.015&time_reverse_None
W_002\2-23-aug_6_rotate_-5.npz,W_002,train,100,aug_6_rotate_-5
W_002\2-23-aug_7_scale_1.2.npz,W_002,train,100,aug_7_scale_1.2
W_002\2-23-aug_8_time_reverse_None.npz,W_002,train,100,aug_8_time_reverse_None
W_002\2-23-aug_9_scale_0.8&jitter_0.025.npz,W_002,train,100,aug_9_scale_0.8&jitter_0.025
W_002\2-23-aug_10_rotate_-5.npz,W_002,train,100,aug_10_rotate_-5
W_002\2-23-aug_11_rotate_5&time_reverse_None.npz,W_002,train,100,aug_11_rotate_5&time_reverse_None
W_002\2-23-aug_12_rotate_5&scale_0.8.npz,W_002,train,100,aug_12_rotate_5&scale_0.8
W_002\2-23-aug_13_landmark_drop_0.1&rotate_-5.npz,W_002,train,100,aug_13_landmark_drop_0.1&rotate_-5
W_002\2-23-aug_14_time_warp_0.8.npz,W_002,train,80,aug_14_time_warp_0.8
W_002\2-24-original.npz,W_002,test,94,original
W_002\2-24-aug_1_rotate_-5.npz,W_002,test,94,aug_1_rotate_-5
W_002\2-24-aug_2_occlusion_0.05.npz,W_002,test,94,aug_2_occlusion_0.05
W_002\2-24-aug_3_time_warp_1.2&time_reverse_None.npz,W_002,test,112,aug_3_time_warp_1.2&time_reverse_None
W_002\2-24-aug_4_time_reverse_None.npz,W_002,test,94,aug_4_time_reverse_None
W_002\2-24-aug_5_scale_0.8&occlusion_0.1.npz,W_002,test,94,aug_5_scale_0.8&occlusion_0.1
W_002\2-24-aug_6_jitter_0.015.npz,W_002,test,94,aug_6_jitter_0.015
W_002\2-24-aug_7_landmark_drop_0.1&scale_1.2.npz,W_002,test,94,aug_7_landmark_drop_0.1&scale_1.2
W_002\2-24-aug_8_landmark_drop_0.1.npz,W_002,test,94,aug_8_landmark_drop_0.1
W_002\2-24-aug_9_rotate_5.npz,W_002,test,94,aug_9_rotate_5
W_002\2-24-aug_10_scale_1.2&mirror_None.npz,W_002,test,94,aug_10_scale_1.2&mirror_None
W_002\2-24-aug_11_occlusion_0.1.npz,W_002,test,94,aug_11_occlusion_0.1
W_002\2-24-aug_12_jitter_0.025.npz,W_002,test,94,aug_12_jitter_0.025
W_002\2-24-aug_13_jitter_0.025.npz,W_002,test,94,aug_13_jitter_0.025
W_002\2-24-aug_14_scale_0.8&occlusion_0.05.npz,W_002,test,94,aug_14_scale_0.8&occlusion_0.05
W_002\2-25-original.npz,W_002,train,80,original
W_002\2-25-aug_1_occlusion_0.05.npz,W_002,train,80,aug_1_occlusion_0.05
W_002\2-25-aug_2_landmark_drop_0.1&occlusion_0.1.npz,W_002,train,80,aug_2_landmark_drop_0.1&occlusion_0.1
W_002\2-25-aug_3_landmark_drop_0.1.npz,W_002,train,80,aug_3_landmark_drop_0.1
W_002\2-25-aug_4_landmark_drop_0.1.npz,W_002,train,80,aug_4_landmark_drop_0.1
W_002\2-25-aug_5_scale_1.2.npz,W_002,train,80,aug_5_scale_1.2
W_002\2-25-aug_6_landmark_drop_0.1.npz,W_002,train,80,aug_6_landmark_drop_0.1
W_002\2-25-aug_7_mirror_None.npz,W_002,train,80,aug_7_mirror_None
W_002\2-25-aug_8_jitter_0.015.npz,W_002,train,80,aug_8_jitter_0.015
W_002\2-25-aug_9_jitter_0.015&occlusion_0.1.npz,W_002,train,80,aug_9_jitter_0.015&occlusion_0.1
W_002\2-25-aug_10_scale_0.8.npz,W_002,train,80,aug_10_scale_0.8
W_002\2-25-aug_11_landmark_drop_0.1&scale_1.2.npz,W_002,train,80,aug_11_landmark_drop_0.1&scale_1.2
W_002\2-25-aug_12_jitter_0.025.npz,W_002,train,80,aug_12_jitter_0.025
W_002\2-25-aug_13_time_warp_0.8.npz,W_002,train,64,aug_13_time_warp_0.8
W_002\2-25-aug_14_jitter_0.015.npz,W_002,train,80,aug_14_jitter_0.015
W_002\2-26-original.npz,W_002,val,109,original
W_002\2-26-aug_1_time_warp_0.8.npz,W_002,val,87,aug_1_time_warp_0.8
W_002\2-26-aug_2_scale_1.2&landmark_drop_0.1.npz,W_002,val,109,aug_2_scale_1.2&landmark_drop_0.1
W_002\2-26-aug_3_rotate_5.npz,W_002,val,109,aug_3_rotate_5
W_002\2-26-aug_4_jitter_0.025&jitter_0.015.npz,W_002,val,109,aug_4_jitter_0.025&jitter_0.015
W_002\2-26-aug_5_scale_0.8&jitter_0.015.npz,W_002,val,109,aug_5_scale_0.8&jitter_0.015
W_002\2-26-aug_6_rotate_5&scale_1.2.npz,W_002,val,109,aug_6_rotate_5&scale_1.2
W_002\2-26-aug_7_time_reverse_None&rotate_5.npz,W_002,val,109,aug_7_time_reverse_None&rotate_5
W_002\2-26-aug_8_landmark_drop_0.1&scale_0.8.npz,W_002,val,109,aug_8_landmark_drop_0.1&scale_0.8
W_002\2-26-aug_9_landmark_drop_0.2&scale_1.2.npz,W_002,val,109,aug_9_landmark_drop_0.2&scale_1.2
W_002\2-26-aug_10_time_warp_1.2.npz,W_002,val,130,aug_10_time_warp_1.2
W_002\2-26-aug_11_jitter_0.015.npz,W_002,val,109,aug_11_jitter_0.015
W_002\2-26-aug_12_time_warp_0.8&jitter_0.025.npz,W_002,val,87,aug_12_time_warp_0.8&jitter_0.025
W_002\2-26-aug_13_occlusion_0.05.npz,W_002,val,109,aug_13_occlusion_0.05
W_002\2-26-aug_14_rotate_5.npz,W_002,val,109,aug_14_rotate_5
W_002\2-27-original.npz,W_002,val,74,original
W_002\2-27-aug_1_occlusion_0.1.npz,W_002,val,74,aug_1_occlusion_0.1
W_002\2-27-aug_2_occlusion_0.1&time_reverse_None.npz,W_002,val,74,aug_2_occlusion_0.1&time_reverse_None
W_002\2-27-aug_3_scale_1.2.npz,W_002,val,74,aug_3_scale_1.2
W_002\2-27-aug_4_occlusion_0.05&scale_0.8.npz,W_002,val,74,aug_4_occlusion_0.05&scale_0.8
W_002\2-27-aug_5_landmark_drop_0.1.npz,W_002,val,74,aug_5_landmark_drop_0.1
W_002\2-27-aug_6_scale_0.8&time_reverse_None.npz,W_002,val,74,aug_6_scale_0.8&time_reverse_None
W_002\2-27-aug_7_mirror_None.npz,W_002,val,74,aug_7_mirror_None
W_002\2-27-aug_8_landmark_drop_0.2.npz,W_002,val,74,aug_8_landmark_drop_0.2
W_002\2-27-aug_9_time_reverse_None&mirror_None.npz,W_002,val,74,aug_9_time_reverse_None&mirror_None
W_002\2-27-aug_10_scale_0.8&mirror_None.npz,W_002,val,74,aug_10_scale_0.8&mirror_None
W_002\2-27-aug_11_time_reverse_None.npz,W_002,val,74,aug_11_time_reverse_None
W_002\2-27-aug_12_landmark_drop_0.1&occlusion_0.1.npz,W_002,val,74,aug_12_landmark_drop_0.1&occlusion_0.1
W_002\2-27-aug_13_jitter_0.025.npz,W_002,val,74,aug_13_jitter_0.025
W_002\2-27-aug_14_jitter_0.025.npz,W_002,val,74,aug_14_jitter_0.025
W_002\2-28-original.npz,W_002,val,72,original
W_002\2-28-aug_1_mirror_None.npz,W_002,val,72,aug_1_mirror_None
W_002\2-28-aug_2_rotate_-5.npz,W_002,val,72,aug_2_rotate_-5
W_002\2-28-aug_3_landmark_drop_0.1&scale_0.8.npz,W_002,val,72,aug_3_landmark_drop_0.1&scale_0.8
W_002\2-28-aug_4_occlusion_0.1.npz,W_002,val,72,aug_4_occlusion_0.1
W_002\2-28-aug_5_jitter_0.025.npz,W_002,val,72,aug_5_jitter_0.025
W_002\2-28-aug_6_occlusion_0.05.npz,W_002,val,72,aug_6_occlusion_0.05
W_002\2-28-aug_7_scale_1.2&rotate_5.npz,W_002,val,72,aug_7_scale_1.2&rotate_5
W_002\2-28-aug_8_scale_1.2&rotate_5.npz,W_002,val,72,aug_8_scale_1.2&rotate_5
W_002\2-28-aug_9_landmark_drop_0.1.npz,W_002,val,72,aug_9_landmark_drop_0.1
W_002\2-28-aug_10_jitter_0.025&landmark_drop_0.1.npz,W_002,val,72,aug_10_jitter_0.025&landmark_drop_0.1
W_002\2-28-aug_11_occlusion_0.05.npz,W_002,val,72,aug_11_occlusion_0.05
W_002\2-28-aug_12_mirror_None&scale_0.8.npz,W_002,val,72,aug_12_mirror_None&scale_0.8
W_002\2-28-aug_13_mirror_None.npz,W_002,val,72,aug_13_mirror_None
W_002\2-28-aug_14_landmark_drop_0.2.npz,W_002,val,72,aug_14_landmark_drop_0.2
W_002\2-29-original.npz,W_002,train,51,original
W_002\2-29-aug_1_scale_0.8.npz,W_002,train,51,aug_1_scale_0.8
W_002\2-29-aug_2_rotate_-5.npz,W_002,train,51,aug_2_rotate_-5
W_002\2-29-aug_3_rotate_-5&time_reverse_None.npz,W_002,train,51,aug_3_rotate_-5&time_reverse_None
W_002\2-29-aug_4_scale_1.2&landmark_drop_0.2.npz,W_002,train,51,aug_4_scale_1.2&landmark_drop_0.2
W_002\2-29-aug_5_time_reverse_None&rotate_-5.npz,W_002,train,51,aug_5_time_reverse_None&rotate_-5
W_002\2-29-aug_6_rotate_-5&landmark_drop_0.1.npz,W_002,train,51,aug_6_rotate_-5&landmark_drop_0.1
W_002\2-29-aug_7_occlusion_0.05.npz,W_002,train,51,aug_7_occlusion_0.05
W_002\2-29-aug_8_scale_0.8&rotate_5.npz,W_002,train,51,aug_8_scale_0.8&rotate_5
W_002\2-29-aug_9_mirror_None&landmark_drop_0.1.npz,W_002,train,51,aug_9_mirror_None&landmark_drop_0.1
W_002\2-29-aug_10_landmark_drop_0.1&time_reverse_None.npz,W_002,train,51,aug_10_landmark_drop_0.1&time_reverse_None
W_002\2-29-aug_11_scale_0.8.npz,W_002,train,51,aug_11_scale_0.8
W_002\2-29-aug_12_jitter_0.025&rotate_5.npz,W_002,train,51,aug_12_jitter_0.025&rotate_5
W_002\2-29-aug_13_time_reverse_None.npz,W_002,train,51,aug_13_time_reverse_None
W_002\2-29-aug_14_rotate_-5.npz,W_002,train,51,aug_14_rotate_-5
W_002\2-3-original.npz,W_002,test,92,original
W_002\2-3-aug_1_rotate_5&occlusion_0.1.npz,W_002,test,92,aug_1_rotate_5&occlusion_0.1
W_002\2-3-aug_2_occlusion_0.1.npz,W_002,test,92,aug_2_occlusion_0.1
W_002\2-3-aug_3_mirror_None&time_warp_1.2.npz,W_002,test,110,aug_3_mirror_None&time_warp_1.2
W_002\2-3-aug_4_occlusion_0.1&jitter_0.025.npz,W_002,test,92,aug_4_occlusion_0.1&jitter_0.025
W_002\2-3-aug_5_mirror_None.npz,W_002,test,92,aug_5_mirror_None
W_002\2-3-aug_6_scale_0.8&occlusion_0.1.npz,W_002,test,92,aug_6_scale_0.8&occlusion_0.1
W_002\2-3-aug_7_jitter_0.025&occlusion_0.1.npz,W_002,test,92,aug_7_jitter_0.025&occlusion_0.1
W_002\2-3-aug_8_occlusion_0.05.npz,W_002,test,92,aug_8_occlusion_0.05
W_002\2-3-aug_9_mirror_None.npz,W_002,test,92,aug_9_mirror_None
W_002\2-3-aug_10_landmark_drop_0.2.npz,W_002,test,92,aug_10_landmark_drop_0.2
W_002\2-3-aug_11_occlusion_0.1&occlusion_0.05.npz,W_002,test,92,aug_11_occlusion_0.1&occlusion_0.05
W_002\2-3-aug_12_rotate_-5.npz,W_002,test,92,aug_12_rotate_-5
W_002\2-3-aug_13_scale_1.2&mirror_None.npz,W_002,test,92,aug_13_scale_1.2&mirror_None
W_002\2-3-aug_14_scale_1.2&occlusion_0.1.npz,W_002,test,92,aug_14_scale_1.2&occlusion_0.1
W_002\2-30-original.npz,W_002,train,73,original
W_002\2-30-aug_1_rotate_-5.npz,W_002,train,73,aug_1_rotate_-5
W_002\2-30-aug_2_jitter_0.025.npz,W_002,train,73,aug_2_jitter_0.025
W_002\2-30-aug_3_landmark_drop_0.2.npz,W_002,train,73,aug_3_landmark_drop_0.2
W_002\2-30-aug_4_rotate_5.npz,W_002,train,73,aug_4_rotate_5
W_002\2-30-aug_5_time_warp_1.2&time_warp_0.8.npz,W_002,train,69,aug_5_time_warp_1.2&time_warp_0.8
W_002\2-30-aug_6_time_reverse_None.npz,W_002,train,73,aug_6_time_reverse_None
W_002\2-30-aug_7_scale_1.2&landmark_drop_0.1.npz,W_002,train,73,aug_7_scale_1.2&landmark_drop_0.1
W_002\2-30-aug_8_occlusion_0.1.npz,W_002,train,73,aug_8_occlusion_0.1
W_002\2-30-aug_9_scale_1.2&occlusion_0.1.npz,W_002,train,73,aug_9_scale_1.2&occlusion_0.1
W_002\2-30-aug_10_scale_1.2.npz,W_002,train,73,aug_10_scale_1.2
W_002\2-30-aug_11_landmark_drop_0.1&occlusion_0.05.npz,W_002,train,73,aug_11_landmark_drop_0.1&occlusion_0.05
W_002\2-30-aug_12_time_warp_1.2.npz,W_002,train,87,aug_12_time_warp_1.2
W_002\2-30-aug_13_occlusion_0.05.npz,W_002,train,73,aug_13_occlusion_0.05
W_002\2-30-aug_14_rotate_5&jitter_0.025.npz,W_002,train,73,aug_14_rotate_5&jitter_0.025
W_002\2-4-original.npz,W_002,train,94,original
W_002\2-4-aug_1_time_warp_1.2.npz,W_002,train,112,aug_1_time_warp_1.2
